OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,X,Y,GEOCODESTATUS,SHAPE,PERMITID
2975,04092030632,BARONE ITALIAN GRILLE (WCID #951),2411 E MILLBROOK RD ,,RALEIGH,NC,27604,(919) 275-0625,2023/06/02 00:00:00+00,3 - Mobile Food,-78.59474248,35.84866623,M,,Not Provided
2976,04092030634,KONG DOG (WCID #893),6014 DURALEIGH RD ,,RALEIGH,NC,27612,(917) 319-6874,2023/06/05 00:00:00+00,3 - Mobile Food,-78.71215703,35.86067383,M,,Not Provided
2977,04092030635,PRIMO (WCID #954),403 KNIGHTDALE STATION RUN ,,KNIGHTDALE,NC,27545,(919) 889-9002,2023/06/12 00:00:00+00,3 - Mobile Food,-78.47356828,35.79722375,M,,Not Provided
2978,04092030636,TACOS EL COCO LOCO (WCID #956),404 W CHATHAM  ST ,,CARY,NC,27511,(919) 699-8785,2023/06/30 00:00:00+00,3 - Mobile Food,-78.7884575,35.78704359,M,,Not Provided
2979,04092030648,THE TASTY TURKEY QUE (WCID #982),1621 WOODFIELD CREEK DR ,APT 101,WAKE FOREST,NC,27587,(919) 437-3251,2023/10/03 00:00:00+00,3 - Mobile Food,-78.53543275,35.95708189,M,,Not Provided
2980,04092030651,504 ZONE (WCID # 991),160 SOMMERVILLE PARK RD,,RALEIGH,NC,27603-4756,(984) 255-4485,2023/10/13 00:00:00+00,3 - Mobile Food,-78.65005756,35.69421011,M,,Not Provided
2981,04092030641,CAPTAINS GASTRO (WCID #958),160 SOMMERVILLE PARK RD ,,APEX,NC,27603,(919) 593-3205,2023/08/15 00:00:00+00,3 - Mobile Food,-78.65082484,35.69394247,M,,Not Provided
2982,04092030652,SHEILA'S AUSTRALIAN CUISINE (WCID #992),160 SOMMERVILLE PARK RD,,RALEIGH,NC,27603,(603) 545-1642,2023/10/13 00:00:00+00,3 - Mobile Food,-78.65005756,35.69421011,M,,Not Provided
2983,04092030656,TAQUERIA UNIVERSAL #3 (WCID #999),6708 ZEBULON RD,,WAKE FOREST,NC,27587,(919) 917-0916,2023/10/25 00:00:00+00,3 - Mobile Food,-78.42253253,35.94952929,M,,Not Provided
2984,04092030654,FIRE TACOS (WCID #996),11016 CAPITAL BLVD,,RALEIGH,NC,27587,(919) 522-0704,2023/10/18 00:00:00+00,3 - Mobile Food,-78.53904352,35.94639295,M,,Not Provided
2985,04092030657,BUOY BOWLS (WCID #959),1600 OLIVE CHAPEL RD ,STE 728,APEX,NC,27502,(919) 520-7748,2023/10/27 00:00:00+00,3 - Mobile Food,-78.89057874,35.73813869,M,,Not Provided
2986,04092030658,SHAWERMA BOWL (WCID #1000),160 SOMMERVILLE PARK RD,,RALEIGH,NC,27603,(919) 412-7282,2023/11/07 00:00:00+00,3 - Mobile Food,-78.65005756,35.69421011,M,,Not Provided
2987,04092030659,HALAL GYRO (WCID #968),160 SOMMERVILLE PARK RD ,,RALEIGH,NC,27603,(336) 653-4757,2023/11/09 00:00:00+00,3 - Mobile Food,-78.65005756,35.69421011,M,,Not Provided
2988,04092030668,G'S TACOS (WCID #1020),2161 S WILMINGTON  ST ,,RALEIGH,NC,27603,(919) 600-8708,2024/01/17 00:00:00+00,3 - Mobile Food,-78.63902823,35.7520526,M,,Not Provided
2989,04092030671,EL FOGONCITO OAXAQUENO  (WCID #976),160 SOMMERVILLE PARK RD ,,RALEIGH,NC,27603,(919) 524-5750,2024/02/05 00:00:00+00,3 - Mobile Food,-78.65005756,35.69421011,M,,Not Provided
2990,04092030673,PARTY IN A PITA (WCID #1022),11016 CAPITAL BLVD,,WAKE FOREST,NC,27587,(919) 454-6923,2024/03/11 00:00:00+00,3 - Mobile Food,-78.53774541,35.94776496,M,,Not Provided
2991,04092030681,COPPERHEAD'S CRAFT BURGERS (WCID #1019),903 N SMITHFIELD RD ,,KNIGHTDALE,NC,27545,(704) 222-8283,2024/01/13 00:00:00+00,3 - Mobile Food,-78.48796386,35.7957655,M,,Not Provided
2992,04092030674,TACO ADDICTS (WCID #677),131 CROSSROADS BLVD ,,CARY,NC,27518,(472) 206-9865,2024/03/11 00:00:00+00,3 - Mobile Food,-78.74226136,35.76176402,M,,Not Provided
2993,04092030683,TAQUERIA LA ESQUINA (WCID #1025),10500 CHAPEL HILL  RD ,,MORRISVILLE,NC,27560,(919) 771-4596,2024/05/13 00:00:00+00,3 - Mobile Food,-78.83169117,35.84049491,M,,Not Provided
2994,04092030686,CINCO ESTRELLAS (WCID #1036),3501 CAPITAL  BLVD ,UNIT 132,RALEIGH,NC,27604,(919) 492-5314,2024/05/29 00:00:00+00,3 - Mobile Food,-78.58692931,35.82783317,M,,Not Provided
2995,04092030684,STAVI'S SANDWICHES WCID # 983,2411 E MILLBROOK RD,,RALEIGH,NC,27604,(757) 256-5677,2024/05/20 00:00:00+00,3 - Mobile Food,-78.59474248,35.84866623,M,,Not Provided
2996,04092030688,EMPANADAS AND MORE (WCID #984 ),2107 GRACE PARK DR,,MORRISVILLE,NC,27560-6001,(347) 729-5274,2024/06/21 00:00:00+00,3 - Mobile Food,-78.84652233,35.821117,M,,Not Provided
2997,04092030689,TAQUERIA EL PINITO (WCID #990),3587 MAITLAND DR,,RALEIGH,NC,27610,,2024/06/28 00:00:00+00,3 - Mobile Food,-78.58023533,35.79733992,M,,Not Provided
2998,04092030690,THAT'S A GOOD BURGER (WCID #1027),903 N SMITHFIELD RD ,,KNIGHTDALE,NC,27545-7719,(919) 796-3116,2024/07/01 00:00:00+00,3 - Mobile Food,-78.48796386,35.7957655,M,,Not Provided
2999,04092030691,JERK MAN ISLAND CUISINE (WCID 1030),11016 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 737-5958,2024/07/08 00:00:00+00,3 - Mobile Food,-78.53774541,35.94776496,M,,Not Provided
3000,04092030692,TOMBACHI (WCID # 1003),2201 S WILMINGTON ST,,RALEIGH,NC,27603,(704) 654-8119,2024/07/10 00:00:00+00,3 - Mobile Food,-78.63902823,35.7520526,M,,Not Provided
3001,04092030693,VP JERK CENTER (WCID #1029),2161 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 723-0432,2024/07/12 00:00:00+00,3 - Mobile Food,-78.63902823,35.7520526,M,,Not Provided
3002,04092030694,TACOS MEXICO (WCID #1028),209 E WILLIAMS ST ,,APEX,NC,27502,(919) 362-8074,2024/07/12 00:00:00+00,3 - Mobile Food,-78.85166491,35.72667311,M,,Not Provided
3003,04092030696,ZIBA'S KITCHEN  (WCID #1040),160 SOMMERVILLE PARK RD ,,RALEIGH,NC,27606,(336) 558-8425,2024/07/29 00:00:00+00,3 - Mobile Food,-78.65005756,35.69421011,M,,Not Provided
3004,04092030697,ANTOJITOS SALSABANERO (WCID #1042)                ,2161 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 561-0141,2024/08/02 00:00:00+00,3 - Mobile Food,-78.63902823,35.7520526,M,,Not Provided
3005,04092030698,FLAVORS ON WHEELS (WCID #1043),10420 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 434-2967,2024/08/13 00:00:00+00,3 - Mobile Food,-78.8309265,35.83981209,M,,Not Provided
3006,04092030701,BEEF STREET AND A PIG (WCID #1055),1214 E LENOIR ST ,,RALEIGH,NC,27610,(919) 522-3699,2024/08/30 00:00:00+00,3 - Mobile Food,-78.62079848,35.77206859,M,,Not Provided
3007,04092040085,JIM'S OLE TIME HOT DOGS (WCID #454),2000 WALNUT ST,,CARY,NC,27511-9230,(919) 924-4625,2000/12/14 00:00:00+00,4 - Push Carts,-78.74296252,35.75728068,M,,Not Provided
3008,04092040128,A TASTE OF NEW YORK #6 (WCID #127),410 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 846-9863,2003/09/30 00:00:00+00,4 - Push Carts,-78.64674998,35.78576466,M,,Not Provided
3009,04092040134,NEW YORK STYLE HOT DOGS (WCID #621),300 FAYETTEVILLE ST ,,RALEIGH,NC,27602,(919) 332-9385,2004/01/28 00:00:00+00,4 - Push Carts,-78.63980522,35.7766845,M,,Not Provided
3010,04092040137,A TASTE OF NEW YORK #1 (WCID #163),506 W JOHNSON  ST ,PLUS DUELING PIANO BAR 10PM-3AM,RALEIGH,NC,27603,(919) 846-9863,2004/02/19 00:00:00+00,4 - Push Carts,-78.64625514,35.78813267,M,,Not Provided
3011,04092040157,NEW YORK STYLE HOT DOGS # 2 (WCID #173),400 FAYETTEVILLE STREET,,RALEIGH,NC,27602,,2004/12/15 00:00:00+00,4 - Push Carts,-78.63988315,35.77537925,M,,Not Provided
3012,04092040141,CALDRONE HOT DOGS #2 (WCID #220),1025 BLUE RIDGE RD ,,RALEIGH,NC,27607-3902,(919) 649-6385,2004/03/09 00:00:00+00,4 - Push Carts,-78.71515946,35.79630442,M,,Not Provided
3013,04092040163,PNC 105 PUSHCART (WCID #119),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2005/03/24 00:00:00+00,4 - Push Carts,-78.72293853,35.80324451,M,,Not Provided
3014,04092040164,PNC 120 PUSHCART (WCID #117),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2005/03/24 00:00:00+00,4 - Push Carts,-78.72293853,35.80324451,M,,Not Provided
3015,04092040170,A TASTE OF NEW YORK #2 (WCID #019),330 S SALISBURY ST ,300 BLOCK S SALISBURY ST ,RALEIGH,NC,27602,(919) 846-9863,2005/07/25 00:00:00+00,4 - Push Carts,-78.64112031,35.77632534,M,,Not Provided
3016,04092040244,PNC 306 PUSHCART (WCID #165),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2010/09/21 00:00:00+00,4 - Push Carts,-78.72293853,35.80324451,M,,Not Provided
3017,04092040193,A TASTE OF NEW YORK #7 (WCID #213),200 BLOCK CABARRUS ST ,,RALEIGH,NC,27602,(919) 846-9863,2007/07/24 00:00:00+00,4 - Push Carts,-78.63522346,35.77409514,T,,Not Provided
3018,04092040241,FOODLAND PUC #1 (WCID #322),10208 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 798-0590,2010/06/18 00:00:00+00,4 - Push Carts,-78.82634517,35.82830791,M,,Not Provided
3019,04092040255,FOODLAND 2 (WCID #404),201 E HARGETT ST ,,RALEIGH,NC,27603,(919) 798-0590,2011/05/16 00:00:00+00,4 - Push Carts,-78.63610348,35.77853909,M,,Not Provided
3020,04092040258,FOODLAND 3 (WCID #406),200 W HARGETT ST ,"CORNER OF HARGETT ST. &AMP; FAYETTEVILLE ST.",RALEIGH,NC,27602,(919) 798-0590,2011/07/01 00:00:00+00,4 - Push Carts,-78.64228215,35.77872675,M,,Not Provided
3021,04092040295,FOODLAND 4 (WCID #469),20 E HARGETT ST ,,RALEIGH,NC,27602,(919) 522-7721,2013/07/17 00:00:00+00,4 - Push Carts,-78.63837389,35.7781065,M,,Not Provided
3022,04092040325,WICKED LINKS #1 (WCID #493),4601 CAPITAL BLVD,,RALEIGH,NC,27615,(919) 855-8548,2014/08/16 00:00:00+00,4 - Push Carts,-78.58176566,35.84605758,M,,Not Provided
3023,04092040300,COUSINS CONFECTIONS #2 (WCID #473),4700 TRINITY RD ,,RALEIGH,NC,27607,(919) 417-4285,2013/08/28 00:00:00+00,4 - Push Carts,-78.71515946,35.79630442,M,,Not Provided
3024,04092040326,WICKED LINKS #2 (WCID #494),11800 GALAXY DRIVE,,WAKE FOREST,NC,27587,(919) 855-8548,2014/08/16 00:00:00+00,4 - Push Carts,-78.53879374,35.96798946,M,,Not Provided
3025,04092040334,WICKED LINKS #3 (WCID #516),3200-117  GRESHAM LAKE  RD ,,RALEIGH,NC,27615,(919) 855-8548,2015/08/28 00:00:00+00,4 - Push Carts,-78.58228724,35.88437057,M,,Not Provided
3026,04092040340,FRESH OUTTA BROOKLYN (WCID #550),222 W HARGETT ST ,,RALEIGH,NC,27603,(757) 706-2082,2016/07/12 00:00:00+00,4 - Push Carts,-78.64298655,35.77873692,M,,Not Provided
3027,04092040374,WICKED LINKS #6 (WCID #733),11800 GALAXY DRIVE,,WAKE FOREST,NC,27587,(919) 855-8548,2019/08/14 00:00:00+00,4 - Push Carts,-78.53879374,35.96798946,M,,Not Provided
3028,04092040388,KEEPING IT FRANK   CATERING (WCID #826),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(917) 319-6936,2021/05/10 00:00:00+00,4 - Push Carts,-78.63902823,35.7520526,M,,Not Provided
3029,04092040381,WICKED LINKS #4 (WCID #728),1101 BEAVER CREEK COMMONS DR,,APEX,NC,27502-3920,(919) 855-8548,2020/02/25 00:00:00+00,4 - Push Carts,-78.87546682,35.74471669,M,,Not Provided
3030,04092040393,DURTY DOGZ (WCID #849),500 E DAVIE ST,115,RALEIGH,NC,27601-1898,(252) 794-7487,2021/08/26 00:00:00+00,4 - Push Carts,-78.63206282,35.77487676,M,,Not Provided
3031,04092040396,MUNCHIEZ HOTDOGS   CONCESSIONS (WCID #876),150 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 521-1091,2022/03/18 00:00:00+00,4 - Push Carts,-78.63970739,35.7787201,M,,Not Provided
3032,04092040399,SUPA DAWGZ   (WCID #899),1155 TIMBER DR E ,,GARNER,NC,27529,(919) 798-2262,2022/09/23 00:00:00+00,4 - Push Carts,-78.57703692,35.68906111,M,,Not Provided
3033,04092040398,WICKED LINKS SAUSAGE COMPANY (WCID #888),3200-117 GRESHAM LAKE RD ,,RALEIGH,NC,27615,(919) 271-9141,2022/08/25 00:00:00+00,4 - Push Carts,-78.58228724,35.88437057,M,,Not Provided
3034,04092040400,JUMPING JOE'S (WCID #903),1155 TIMBER DR E ,,GARNER,NC,27529,(919) 605-5591,2022/11/17 00:00:00+00,4 - Push Carts,-78.57703692,35.68906111,M,,Not Provided
3035,04092040403,DOG-GONE'S (WCID #925),7016 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 218-5275,2023/02/23 00:00:00+00,4 - Push Carts,-78.83404691,35.63635562,M,,Not Provided
3036,04092040406,M   T HOT DOGS AND CATERING (WCID #739),160 SOMMERVILLE PARK RD ,,RALEIGH,NC,27603,(919) 250-8095,2023/04/13 00:00:00+00,4 - Push Carts,-78.65005756,35.69421011,M,,Not Provided
3037,04092040407,JUICY'S FAMOUS STREET DOGS (WCID #943),2161 S WILMINGTON ST ,,RALEIGH,NC,27603-2539,(919) 454-6994,2023/05/03 00:00:00+00,4 - Push Carts,-78.63902823,35.7520526,M,,Not Provided
3038,04092040409,MAC DADDY DAWGZ   CATERING 2 (WCID #949),160 SOMMERVILLE PARK RD ,,RALEIGH,NC,27603,(919) 272-8402,2023/06/12 00:00:00+00,4 - Push Carts,-78.65005756,35.69421011,M,,Not Provided
3039,04092040412,WICKED LINKS SAUSAGE COMPANY (WCID #1016),3200 GRESHAM LAKE RD ,,RALEIGH,NC,27615,(919) 621-4545,2024/01/13 00:00:00+00,4 - Push Carts,-78.58228724,35.88437057,M,,Not Provided
3040,04092040415,FRANKIE FRANKK'S (WCID #408),7280 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(516) 233-8918,2024/05/06 00:00:00+00,4 - Push Carts,-78.83292633,35.63499737,M,,Not Provided
3041,04092040418,SHADY DAWGZ (WCID #1039),160 SOMMERVILLE PARK RD ,,RALEIGH,NC,27603,(919) 830-5049,2024/07/26 00:00:00+00,4 - Push Carts,-78.65005756,35.69421011,M,,Not Provided
3042,04092050004,FRIENDSHIP CHRISTIAN SCH. CAFETERIA,5510 FALLS OF NEUSE RD ,,RALEIGH,NC,27609-4760,(919) 872-2133,1991/09/17 00:00:00+00,5 - Private Schools Lunchroom,-78.61430473,35.85708216,M,,Not Provided
3043,04092050011,RAVENSCROFT SCHOOL DINING,7409 FALLS OF NEUSE RD,,RALEIGH,NC,27615-5316,(919) 847-0900,1993/11/10 00:00:00+00,5 - Private Schools Lunchroom,-78.63135139,35.88451365,M,,Not Provided
3044,04092050012,WORD OF GOD CHURCH SCHOOL CAFETERIA,3000 ROCK QUARRY RD ,,RALEIGH,NC,27610-5110,(919) 834-1141,1993/09/24 00:00:00+00,5 - Private Schools Lunchroom,-78.59788424,35.74541068,M,,Not Provided
3045,04092050015,CARY ACADEMY CAFETERIA,1500 N HARRISON AVE ,,CARY,NC,27513-5549,(919) 228-4696,1997/09/15 00:00:00+00,5 - Private Schools Lunchroom,-78.76821234,35.81996575,M,,Not Provided
3046,04092050023,KNIGHTDALE HEADSTART KITCHEN,1020 TODD RD ,,KNIGHTDALE,NC,27545,(919) 266-1240,2003/08/27 00:00:00+00,5 - Private Schools Lunchroom,-78.44699319,35.83204499,M,,Not Provided
3047,04092050026,ST MARY MAGDALENE SCHOOL CAFETERIA,625 MAGDALA PL ,,APEX,NC,27502,(919) 657-4800,2004/08/13 00:00:00+00,5 - Private Schools Lunchroom,-78.87448823,35.72423177,M,,Not Provided
3048,04092050025,NORTH RALEIGH CHRISTIAN ACADEMY SCHOOL LUNCHROOM,7300 PERRY CREEK RD,,RALEIGH,NC,27616,(919) 573-7900,2004/03/11 00:00:00+00,5 - Private Schools Lunchroom,-78.54259566,35.88062673,M,,Not Provided
3049,04092050029,ST. DAVID'S DINING HALL,3400 WHITE OAK RD ,,RALEIGH,NC,27609,(919) 782-3331,2015/08/17 00:00:00+00,5 - Private Schools Lunchroom,-78.64888373,35.82342191,M,,Not Provided
3050,04092050028,NEUSE CHRISTIAN ACADEMY,7600 FALLS OF NEUSE  RD ,,RALEIGH,NC,27615,(919) 844-6496,2009/12/30 00:00:00+00,5 - Private Schools Lunchroom,-78.62608388,35.88760864,M,,Not Provided
3051,04092050030,WAKE CHRISTIAN ACADEMY CAFETERIA,5500 WAKE ACADEMY DR,,RALEIGH,NC,27603,(919) 772-6264,2018/08/03 00:00:00+00,5 - Private Schools Lunchroom,-78.67166063,35.70436885,M,,Not Provided
3052,04092050032,CARDINAL CHARTER ACADEMY AT WENDELL FALLS CAFETERI,6041 TAYLOR RD,,WENDELL,NC,27591,(919) 752-8870,2022/05/10 00:00:00+00,5 - Private Schools Lunchroom,-78.42929721,35.77693658,M,,Not Provided
3053,04092050031,RAVENSCROFT CSL DINING ,7409 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 369-5892,2022/02/09 00:00:00+00,5 - Private Schools Lunchroom,-78.63135139,35.88451365,M,,Not Provided
3054,04092050034,CARDINAL CHARTER SCHOOL CAFETERIA,6057 TAYLOR  RD ,,WENDELL,NC,27591,(984) 849-0922,2022/08/12 00:00:00+00,5 - Private Schools Lunchroom,-78.42929721,35.77693658,M,,Not Provided
3055,04092050035,CHESTERBROOK ACADEMY #1122 CAFETERIA,10200 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 847-3120,2023/05/09 00:00:00+00,5 - Private Schools Lunchroom,-78.66578454,35.90337739,M,,Not Provided
3056,04092050036,YAY LUNCH AT CARDINAL GIBBONS SCHOOL CAFETERIA,1401 EDWARDS MILL RD ,,RALEIGH,NC,27607-3616,(803) 800-3133,2023/07/13 00:00:00+00,5 - Private Schools Lunchroom,-78.72901378,35.80260475,M,,Not Provided
3057,04092050037,SURE PROMISE SCHOOL KITCHEN,4301 PEARL RD,,RALEIGH,NC,27610,(919) 890-5639,2022/07/29 00:00:00+00,5 - Private Schools Lunchroom,-78.56025883,35.72403543,M,,Not Provided
3058,04092050038,ROLESVILLE CHARTER SCHOOL CAFETERIA,908 EAGLE SCHOLARS DR,,ROLESVILLE,NC,27571,(919) 263-1422,2024/08/19 00:00:00+00,5 - Private Schools Lunchroom,-78.48009951,35.90958655,M,,Not Provided
3059,04092090004,WENDELL SENIOR NUTRITION SITE,323 LAKE DR ,,WENDELL,NC,27591-9492,(919) 365-4684,1991/05/01 00:00:00+00,9 - Elderly Nutrition,-78.36549422,35.77892574,M,,Not Provided
3060,04092090009,MORRISVILLE MEALS ON WHEELS,922 CHURCH ST,,MORRISVILLE,NC,27560-8729,(919) 467-7186,1994/06/29 00:00:00+00,9 - Elderly Nutrition,-78.84266258,35.85142882,M,,Not Provided
3061,04092090005,GARNER SENIOR CENTER,205 E GARNER RD ,,GARNER,NC,27529-3311,(919) 772-5057,1991/04/02 00:00:00+00,9 - Elderly Nutrition,-78.60376149,35.70719476,M,,Not Provided
3062,04092090014,FIVE POINTS CENTER FOR ACTIVE ADULTS,2000 NOBLE RD ,,RALEIGH,NC,27608,,2012/07/13 00:00:00+00,9 - Elderly Nutrition,-78.63490464,35.80838233,M,,Not Provided
3063,04092090012,PINE ACRES MEALS ON WHEELS,402 MCLEAN ST ,,FUQUAY-VARINA,NC,27526-1640,(919) 552-5825,1998/07/02 00:00:00+00,9 - Elderly Nutrition,-78.80691385,35.59304997,M,,Not Provided
3064,04092090017,MEALS ON WHEELS OF WAKE FOREST SENIOR CENTER,235 E HOLDING ST ,,WAKE FOREST,NC,27603,(919) 256-3866,2021/10/28 00:00:00+00,9 - Elderly Nutrition,-78.51090342,35.97184163,M,,Not Provided
3065,04092090016,REDEEMING LOVE OLDER ADULTS PROGRAM,3425 ROCK QUARRY RD,,RALEIGH,NC,27610,(919) 833-4815,2020/01/31 00:00:00+00,9 - Elderly Nutrition,-78.59016431,35.74767956,M,,Not Provided
3066,04092110001,NORTHWOODS ELEMENTARY CAFETERIA,8850 CHAPEL HILL RD ,,CARY,NC,27513-3741,(919) 460-3491,1991/09/16 00:00:00+00,11 - Public School Lunch,-78.78956702,35.79556676,M,,Not Provided
3067,04092110003,BROUGHTON HIGH CAFETERIA,723 SAINT MARYS ST ,,RALEIGH,NC,27605-1424,(919) 856-7810,1991/09/16 00:00:00+00,11 - Public School Lunch,-78.65350229,35.790761,M,,Not Provided
3068,04092110005,FARMINGTON WOODS ELEM. CAFETERIA,1413 HAMPTON VALLEY RD ,,CARY,NC,27511-4548,(919) 460-3476,1991/09/17 00:00:00+00,11 - Public School Lunch,-78.77459893,35.75793869,M,,Not Provided
3069,04092110006,ADAMS ELEMENTARY CAFETERIA,805 CARY TOWNE BLVD,,CARY,NC,27511-4255,(919) 460-3431,1991/09/17 00:00:00+00,11 - Public School Lunch,-78.76166085,35.77739517,M,,Not Provided
3070,04092110007,BRIARCLIFF ELEMENTARY CAFETERIA,1220 POND ST,,CARY,NC,27511-4418,(919) 460-3450,1991/09/17 00:00:00+00,11 - Public School Lunch,-78.7882661,35.76866702,M,,Not Provided
3071,04092110010,APEX MIDDLE SCHOOL CAFETERIA,400 E MOORE ST ,,APEX,NC,27502-1927,(919) 387-2194,1991/09/17 00:00:00+00,11 - Public School Lunch,-78.84784983,35.72575302,M,,Not Provided
3072,04092110012,CARY SENIOR HIGH CAFETERIA,638 WALNUT ST,,CARY,NC,27511-4224,(919) 460-3549,1991/09/17 00:00:00+00,11 - Public School Lunch,-78.76625093,35.7715101,M,,Not Provided
3073,04092110015,ENLOE HIGH SCHOOL CAFETERIA,128 CLARENDON CRES ,,RALEIGH,NC,27610-2408,(919) 856-7918,1991/10/28 00:00:00+00,11 - Public School Lunch,-78.60333824,35.78424366,M,,Not Provided
3074,04092110016,LEADMINE ELEMENTARY CAFETERIA,8301 OLD LEAD MINE RD ,,RALEIGH,NC,27615-2930,(919) 870-4120,1991/09/17 00:00:00+00,11 - Public School Lunch,-78.65713488,35.89158773,M,,Not Provided
3075,04092110020,JOYNER ELEMENTARY CAFETERIA,2300 LOWDEN ST ,,RALEIGH,NC,27608-0707,(919) 856-7650,1991/09/17 00:00:00+00,11 - Public School Lunch,-78.63298548,35.81521458,M,,Not Provided
3076,04092110017,BRASSFIELD ROAD ELEM. CAFETERIA,2001 BRASSFIELD RD ,,RALEIGH,NC,27614-9453,(919) 870-4080,1991/05/01 00:00:00+00,11 - Public School Lunch,-78.63034222,35.93350013,M,,Not Provided
3077,04092110022,SANDERSON HIGH SCH. CAFETERIA,5500 DIXON DR ,,RALEIGH,NC,27609-4202,(919) 881-4800,1991/05/01 00:00:00+00,11 - Public School Lunch,-78.64657271,35.86106016,M,,Not Provided
3078,04092110031,HUNTER ELEMENTARY CAFETERIA,1018 E DAVIE ST,,RALEIGH,NC,27601-1624,(919) 856-7676,1991/10/16 00:00:00+00,11 - Public School Lunch,-78.62331049,35.77426384,M,,Not Provided
3079,04092110025,WAKE FOREST MIDDLE CAFETERIA,1800 S MAIN ST ,,WAKE FOREST,NC,27587-9288,(919) 554-8440,1991/05/01 00:00:00+00,11 - Public School Lunch,-78.52983983,35.9543633,M,,Not Provided
3080,04092110034,OBERLIN MIDDLE SCHOOL CAFETERIA,2816 OBERLIN RD ,,RALEIGH,NC,27608-1220,(919) 881-4860,1991/09/16 00:00:00+00,11 - Public School Lunch,-78.65663748,35.81365658,M,,Not Provided
3081,04092110033,MORRISVILLE ELEMENTARY CAFETERIA,1519 MORRISVILLE PKY,,MORRISVILLE,NC,27560-9376,(919) 460-3400,1991/09/17 00:00:00+00,11 - Public School Lunch,-78.84656691,35.81141483,M,,Not Provided
3082,04092110036,DOUGLAS ELEM SCH CAFETERIA,600 ORTEGA RD ,,RALEIGH,NC,27609-5957,(919) 881-4894,1991/09/17 00:00:00+00,11 - Public School Lunch,-78.62924856,35.83993649,M,,Not Provided
3083,04092110038,POWELL CENTER FOR PLAY   INGENUITY MAGNET ELEM,1130 MARLBOROUGH RD ,,RALEIGH,NC,27610-1125,(919) 856-7737,1991/10/28 00:00:00+00,11 - Public School Lunch,-78.6029279,35.7951715,M,,Not Provided
3084,04092110035,CARROLL MIDDLE SCH.CAFETERIA,4520 SIX FORKS RD ,,RALEIGH,NC,27609-5710,(919) 881-1370,1991/09/17 00:00:00+00,11 - Public School Lunch,-78.64084556,35.84306949,M,,Not Provided
3085,04092110041,VANCE ELEM. SCHOOL CAFETERIA,8808 OLD STAGE RD ,,RALEIGH,NC,27603-9533,(919) 662-2482,1991/04/03 00:00:00+00,11 - Public School Lunch,-78.66854138,35.65532769,M,,Not Provided
3086,04092110042,NORTH GARNER MIDDLE SCH. CAF.,720 POWELL DR,,GARNER,NC,27529-3128,(919) 662-2434,1991/04/03 00:00:00+00,11 - Public School Lunch,-78.61177456,35.71602477,M,,Not Provided
3087,04092110044,EAST GARNER MIDDLE SCH. CAFETERIA,6301 JONES SAUSAGE RD ,,GARNER,NC,27529,(919) 662-2339,1991/04/03 00:00:00+00,11 - Public School Lunch,-78.58456265,35.70104877,M,,Not Provided
3088,04092110055,CARNAGE MIDDLE CAFETERIA,1425 CARNAGE DR,,RALEIGH,NC,27610-3909,(919) 856-7600,1991/10/16 00:00:00+00,11 - Public School Lunch,-78.6272654,35.76198667,M,,Not Provided
3089,04092110045,RAND ROAD ELEM SCHOOL CAFETERIA,300 ARBOR GREENE DR,,GARNER,NC,27529,(919) 662-2283,1991/04/03 00:00:00+00,11 - Public School Lunch,-78.61739124,35.65531902,M,,Not Provided
3090,04092110057,MILLBROOK SR. HIGH CAFETERIA,2201 SPRING FOREST RD ,,RALEIGH,NC,27615-7536,(919) 850-8796,1991/09/17 00:00:00+00,11 - Public School Lunch,-78.60299939,35.86585699,M,,Not Provided
3091,04092110062,KNIGHTDALE ELEM. SCH. CAFETERIA,109 RIDGE ST ,,KNIGHTDALE,NC,27545-8996,(919) 266-8540,1991/10/16 00:00:00+00,11 - Public School Lunch,-78.4779131,35.78387508,M,,Not Provided
3092,04092110064,COMBS ELEMENTARY CAFETERIA,1600 LORIMER RD ,,RALEIGH,NC,27606-2626,(919) 233-4300,1991/09/16 00:00:00+00,11 - Public School Lunch,-78.70364737,35.7769291,M,,Not Provided
